noticeIdentifier,noticeVersion,procedureIdentifier,lotIdentifier,formType,noticeType,publicationDate,publicationDateBerlin,matchedVia,matchedCpvCodes,mainClassificationCode,additionalClassificationCodes,internalIdentifier,title,description,mainNature,estimatedValue,estimatedValueCurrency,buyerNames,buyerCities,locations,procedureType,procedureAccelerated,durationStartDate,durationEndDate,durationPeriod,durationPeriodUnit,guaranteeRequired,suitableForSMEs,submissionDeadlineStatus,noticeUrl,lotUrl
25822756,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:34Z,2026-09-16 09:00:34+02:00,lot,45,45,"43,44,71",,Tischlerarbeiten,"a) Öffentlicher Auftraggeber (Vergabestelle)

Name und Anschrift:
HANSEAT Verein für Wassersport e.V.
Kaemmererufer 28
22303 Hamburg
Telefon:
Fax:
E-Mail:
hanseat@kvlgroup.com
Internet:

b)

Vergabeverfahren:
Öffentliche Ausschreibung, VOB/A
Vergabenummer:
037_KVL_01-2026-0009

c) Angaben zum elektronischen Vergabeverfahren und zur Ver- und Entschlüsselung der Unterlagen

Zugelassene Angebotsabgabe
elektronisch
in Textform

d) Art des Auftrags

Ausführung von Bauleistungen

e) Ort der Ausführung

22303

f) Art und Umfang der Leistung, ggf. aufgeteilt nach Losen

Art der Leistung:
Tischlerarbeiten, u.a. Innentüren, Einbauten, Küche
Umfang der Leistung:
Tischlerarbeiten, u.a. Innentüren, Einbauten, Küche

g) Angaben über den Zweck der baulichen Anlage oder des Auftrags, wenn auch Planungsleistungen gefordert werden

Zweck der baulichen Anlage:
Zweck des Auftrags:

h) Aufteilung in Lose (Art und Umfang der Lose siehe Buchstabe f)

Vergabe nach Losen:
Nein

i) Ausführungsfristen

Beginn der Ausführung:
Fertigstellung oder Dauer der Leistungen:
weitere Fristen:

j) Nebenangebote

nicht zugelassen

k) mehrere Hauptangebote

nicht zugelassen

l) Bereitstellung/Anforderung der Vergabeunterlagen

Vergabeunterlagen werden elektronisch zur Verfügung gestellt
unter:
https://www.evergabe.de/unterlagen/54321-Tender-19fcd12c4da-11672c7a9ea2ffac
Maßnahmen zum Schutz vertraulicher Informationen:
Nein
Nachforderung:
Fehlende Unterlagen, deren Vorlage mit dem Angebot gefordert war, werden nachgefordert

o) Ablauf der Angebotsfrist

am:
06.10.2026
um:
10:00 Uhr
Ablauf der Bindefrist am:
07.12.2026

p)

Adresse für elektronische Angebote (URL): https://www.evergabe.de
Anschrift für schriftliche Angebote: -ENTFÄLLT- (es sind ausschließlich elektronische Angebote zugelassen)

q) Sprache, in der die Angebote abgefasst sein müssen

Deutsch

r) Zuschlagskriterien

nachfolgende Zuschlagskriterien, ggf. einschl. Gewichtung:
Niedrigster Preis

s) Eröffnungstermin

Der Eröffnungstermin entfällt, es sind ausschließlich elektronische Angebote zugelassen.
Ort:
Hamburg
Personen, die bei der Eröffnung anwesend sein dürfen:

t) geforderte Sicherheiten



u) Wesentliche Finanzierungs- und Zahlungsbedingungen und/oder Hinweise auf die maßgeblichen Vorschriften, in denen sie enthalten sind



v) Rechtsform der/Anforderung an Bietergemeinschaften

gesamtschuldnerisch haftend

w) Beurteilung der Eignung

Präqualifizierte Unternehmen führen den Nachweis der Eignung durch den Eintrag in die Liste des Vereins für die Präqualifikation von Bauunternehmen e.V. (Präqualifikationsverzeichnis). Bei Einsatz von Nachunternehmen ist auf gesondertes Verlangen nachzuweisen, dass diese präqualifiziert sind oder die Voraussetzung für die Präqualifikation erfüllen.
Nicht präqualifizierte Unternehmen haben als vorläufigen Nachweis der Eignung mit dem Angebot das ausgefüllte Formblatt ''Eigenerklärung zur Eignung'' vorzulegen. Bei Einsatz von Nachunternehmen sind auf gesondertes Verlangen die Eigenerklärungen auch für diese abzugeben. Sind die Nachunternehmen präqualifiziert, reicht die Angabe der Nummer, unter der diese in der Liste des Vereins für die Präqualifikation von Bauunternehmen e.V. (Präqualifikationsverzeichnis) geführt werden.
Gelangt das Angebot in die engere Wahl, sind die Eigenerklärungen (auch die der Nachunternehmen) auf gesondertes Verlangen durch Vorlage der in der ''Eigenerklärung zur Eignung'' genannten Bescheinigungen zuständiger Stellen zu bestätigen. Bescheinigungen, die nicht in deutscher Sprache abgefasst sind, ist eine Übersetzung in die deutsche Sprache beizufügen.
Das Formblatt 'Eigenerklärung zur Eignung' ist erhältlich:
Siehe Vergabeunterlagen
Darüber hinaus hat der Bieter zum Nachweis seiner Fachkunde folgende Angaben gemäß § 6a Abs. 3 VOB/A zu machen:

x) Nachprüfung behaupteter Verstöße

Nachprüfungsstelle (§ 21 VOB/A):
Vergabekammer bei der Behörde für Stadtentwicklung und Wohnen Hamburg
Neuenfelder Straße 19
21109 Hamburg

y) Sonstige Angaben




Tischler/ Innenausbau/ Einbaumöbel,Fenster/ Türen (Holz),Türen (Rauchschutz/ Brandschutz),Großküchen-/ Hotellerietechnik",,,,HANSEAT Verein für Wassersport e.V.,,22303 Hamburg / DE6 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822756,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822756&lotId=LOT-0000
25827156,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:32Z,2026-09-16 09:00:32+02:00,lot,45,45,"43,44,71",,Ersterschließung Tiefbau,"Tiefbau und Entwässerungskanalarbeiten, Verkehrswegebau-, Asphaltarbeiten, Erdbauarbeiten, Baustelleneinrichtung",,,,Markt Rentweinsdorf,,96184 Rentweinsdorf / DE2 / DEU,beabsichtigte Beschränkte Ausschreibung,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25827156,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25827156&lotId=LOT-0000
25823356,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:31Z,2026-09-16 09:00:31+02:00,lot,45443000-4,45443000-4,,,Techniker Krankenkasse München - Schlosserarbeiten,Techniker Krankenkasse München - Schlosserarbeiten,,,,Techniker Krankenkasse,,81671 München / DE2 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25823356,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25823356&lotId=LOT-0000
25823352,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:31Z,2026-09-16 09:00:31+02:00,lot,"45452000-0,45443000-4",45452000-0,45443000-4,,Techniker Krankenkasse München - Fassadenarbeiten,Techniker Krankenkasse München - Fassadenarbeiten,,,,Techniker Krankenkasse,,81671 München / DE2 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25823352,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25823352&lotId=LOT-0000
25719552,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:30Z,2026-09-16 09:00:30+02:00,lot,45234116,45234116,,,VB_27_GE_ GOS Winden-Grenze Frankreich,"27_Winden-Grenze Frankreich
3.620 m Gleiserneuerung ohne Schiene maschinell, 312 m Gleiserneuerung ohne Schiene konventionell, 31,3 m Planumsverbesserung mit vollständiger Bettungserneuerung (konventionell), Bettungsreinigung (maschinell). einschl. Sicherungsleistungen (Verbundvergabe) und IH-Arbeiten

VB_27_GE_ GOS Winden-Grenze Frankreich",,,,DB InfraGO AG ? Geschäftsbereich Fahrweg (Bukr 16),,76872 Winden / DEB / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25719552,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25719552&lotId=LOT-0000
25823454,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:30Z,2026-09-16 09:00:30+02:00,lot,"45113000-2,45100000-8",45113000-2,45100000-8,,"Baustelleneinrichtung, Ergänzungsbau Grundschule Müncheberg","Baustelleneinrichtung, Ergänzungsbau Grundschule Müncheberg",,,,Stadt Müncheberg,,15374 Müncheberg / DE4 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25823454,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25823454&lotId=LOT-0000
25723776,3,,LOT-0000,competition,cn-standard,2026-09-16T07:00:29Z,2026-09-16 09:00:29+02:00,lot,45234100,45234100,,,Bau LSW Neukieritzsch,"Bauleistungen zur Errichtung von drei Lärmschutzwänden (LSW 1?3) im Bereich Neukieritzsch an den Strecken 6362 und 6385 im Rahmen des Lärmsanierungsprogramms an bestehenden Schienenwegen des Bundes ? Vergabe in einem Gesamtlos.

Bau LSW Neukieritzsch",,,,DB InfraGO AG ? Geschäftsbereich Fahrweg (Bukr 16),,04575 Neukieritzsch / DED / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25723776,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25723776&lotId=LOT-0000
25744564,2,,LOT-0000,competition,cn-standard,2026-09-16T07:00:28Z,2026-09-16 09:00:28+02:00,lot,45422000-1,45422000-1,,,Rahmenvertrag 2026-2028 Gewerk: Zimmerarbeiten LB 634,Rahmenvertrag 2026-2028 Gewerk: Zimmerarbeiten LB 634,,,,Technische Universität Berlin,,10623 Berlin / DE3 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25744564,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25744564&lotId=LOT-0000
25750966,2,,LOT-0000,competition,cn-standard,2026-09-16T07:00:27Z,2026-09-16 09:00:27+02:00,lot,45,45,"43,44,71",,Gemeinde Löcknitz - Erneuerung der Laufbahn auf dem Sportplatz,"Erneuerung Laufbahn Sportplatz

Gemeinde Löcknitz - Erneuerung der Laufbahn auf dem Sportplatz",,,,Gemeinde Löcknitz über Amt Löcknitz-Penkun,,17321 Löcknitz / DE8 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25750966,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25750966&lotId=LOT-0000
25635804,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:27Z,2026-09-16 09:00:27+02:00,lot,45,45,"43,44,71",,Neubau Jugendzentrum in 76863 Herxheim; PV-Anlage,"PV-Anlage

Neubau Jugendzentrum in 76863 Herxheim; PV-Anlage",,,,Verbandsgemeindeverwaltung Herxheim,,76863 Herxheim / DEB / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25635804,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25635804&lotId=LOT-0000
25817140,2,,LOT-0000,competition,cn-standard,2026-09-16T07:00:25Z,2026-09-16 09:00:25+02:00,lot,45,45,"43,44,71",,Errichtung Feststeg und Schutzpfähle,"Errichtung einer Feststeganlage mit Haltepfählen und Einbringung von Schutzpfählen vor den Vorhangplatten

Errichtung Feststeg und Schutzpfähle",,,,Stadt Barth,,18356 Barth / DE8 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25817140,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25817140&lotId=LOT-0000
25825352,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:25Z,2026-09-16 09:00:25+02:00,lot,45,45,"43,44,71",,Sanierung Zufahrt und Eingangsbereich Abfallentsorgungsanlage Höfer,"Sanierung Zufahrt und Eingangsbereich Abfallentsorgungsanlage Höfer

Sanierung Zufahrt und Eingangsbereich Abfallentsorgungsanlage Höfer",,,,Zweckverband Abfallwirtschaft Celle,,29348 Eschede Ortsteil HÖfer / DE9 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825352,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825352&lotId=LOT-0000
25825348,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:25Z,2026-09-16 09:00:25+02:00,lot,45,45,"43,44,71",,Neubau Brunnen HB 6N - Wasserwerk Tarmstedt,"Brunnenbau

Neubau Brunnen HB 6N - Wasserwerk Tarmstedt",,,,Wasserverband Bremervörde,,27432 Bremervörde / DE9 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825348,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825348&lotId=LOT-0000
25821438,2,,LOT-0000,competition,cn-standard,2026-09-16T07:00:23Z,2026-09-16 09:00:23+02:00,lot,45,45,"43,44,71",,Bau eines RKW-Nebenanschlussgleises mit Bahnannahmegebäude und zwei Lagersilos,"Los 3 - Stahlbau-, Dach- und Wandarbeiten

Bau eines RKW-Nebenanschlussgleises mit Bahnannahmegebäude und zwei Lagersilos",,,,Raiffeisenbank Ems-Vechte eG,,26892 Dörpen / DE9 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25821438,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25821438&lotId=LOT-0000
25825440,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:22Z,2026-09-16 09:00:22+02:00,lot,45,45,"43,44,71",,BV Beräumung ehem. RAW-Gelände Stadt Malchin,"Abriss- und Entsorgungsarbeiten

BV Beräumung ehem. RAW-Gelände Stadt Malchin",,,,Stadt Malchin,,17139 Malchin / DE8 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825440,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825440&lotId=LOT-0000
25825432,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:22Z,2026-09-16 09:00:22+02:00,lot,45,45,"43,44,71",,"DLR Krummendeich, 21732 Krummendeich: Experimentalturbine - Kabelinfrastruktur (26-0280_B)","Kabelinfrastruktur

DLR Krummendeich, 21732 Krummendeich: Experimentalturbine - Kabelinfrastruktur (26-0280_B)",,,,Deutsches Zentrum für Luft- und Raumfahrt e.V. | TI-ZVM,,21732 Krummendeich / DE9 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825432,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825432&lotId=LOT-0000
25825420,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:21Z,2026-09-16 09:00:21+02:00,lot,45,45,"43,44,71",,Deutzer Brücke ? Kabelzug Speisemaste und Masterneuerung,"Deutzer Brücke ? Kabelzug Speisemaste und Masterneuerung

Deutzer Brücke ? Kabelzug Speisemaste und Masterneuerung",,,,Kölner Verkehrs-Betriebe AG,,51149 Köln / DEA / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825420,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825420&lotId=LOT-0000
25825412,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:20Z,2026-09-16 09:00:20+02:00,lot,45,45,"43,44,71",,Sanierung und Anbau Festhalle Oberkirchen - Schwingboden Bühnenbereich,"Schwingboden Bühnenbereich

Sanierung und Anbau Festhalle Oberkirchen - Schwingboden Bühnenbereich",,,,Gemeinde Freisen,,66629 Freisen / DEC / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825412,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825412&lotId=LOT-0000
25825416,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:20Z,2026-09-16 09:00:20+02:00,lot,45,45,"43,44,71",,Sanierung und Anbau Festhalle Oberkirchen - Brandschutzvorhänge,"Brandschutzvorhänge

Sanierung und Anbau Festhalle Oberkirchen - Brandschutzvorhänge",,,,Gemeinde Freisen,,66629 Freisen / DEC / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825416,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825416&lotId=LOT-0000
25825408,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:20Z,2026-09-16 09:00:20+02:00,lot,45,45,"43,44,71",,"Abbruch des Werkstattgebäudes mit Sozial-, Lager- und Büroräumen auf dem ZKW-Gelände","Baufeldfreimachung inkl. Gebäudeschadstoffsanierung, Entkernung und Rückbau eines Werkstattgebäudes mit Sozial-, Lager- und Büroräumen

Abbruch des Werkstattgebäudes mit Sozial-, Lager- und Büroräumen auf dem ZKW-Gelände",,,,Entsorgungsbetriebe Lübeck,,23554 Lübeck / DEF / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825408,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825408&lotId=LOT-0000
25825392,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:19Z,2026-09-16 09:00:19+02:00,lot,45,45,"43,44,71",,Energetische Sanierung Turnhalle GOBS Börgermoor,"Heizung/Lüftung/Sanitär

Energetische Sanierung Turnhalle GOBS Börgermoor",,,,Samtgemeinde Nordhümmling (LK Emsland),,26903 Surwold / DE9 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825392,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825392&lotId=LOT-0000
25825396,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:19Z,2026-09-16 09:00:19+02:00,lot,45,45,"43,44,71",,"Asphaltarbeiten, Deckenüberzug Konrad-Adenauer-Ring, Kreuzung Moselstraße","Asphaltarbeiten, Deckenüberzug Konrad-Adenauer-Ring, Kreuzung Moselstraße

Asphaltarbeiten, Deckenüberzug Konrad-Adenauer-Ring, Kreuzung Moselstraße",,,,Stadt Neuss,,41464 Neuss / DEA / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825396,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825396&lotId=LOT-0000
25825400,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:19Z,2026-09-16 09:00:19+02:00,lot,45,45,"43,44,71",,"Tarmstedt, Gewerk 2 Brunnenstation für HB 6N","Gewerk 2 Brunnenstation

Tarmstedt, Gewerk 2 Brunnenstation für HB 6N",,,,Wasserverband Bremervörde,,27432 Bremervörde / DE9 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825400,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825400&lotId=LOT-0000
25825404,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:19Z,2026-09-16 09:00:19+02:00,lot,45,45,"43,44,71",,BA CatLab Photovoltaik,"Photovoltaikinstallation

BA CatLab Photovoltaik",,,,Helmholtz-Zentrum Berlin für Materialien und Energie GmbH (HZB),,12489 Berlin / DE3 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825404,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825404&lotId=LOT-0000
25825384,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:18Z,2026-09-16 09:00:18+02:00,lot,45,45,"43,44,71",,Gemeinde Laer - Neubau Umkleidegebäude - Fliesenlegerarbeiten,"Fliesenlegerarbeiten

Gemeinde Laer - Neubau Umkleidegebäude - Fliesenlegerarbeiten",,,,KoPart eG,,48366 Laer / DEA / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825384,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825384&lotId=LOT-0000
25825376,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:17Z,2026-09-16 09:00:17+02:00,lot,45,45,"43,44,71",,Rathauskomplex - Beleuchtungsumstellung auf LED Teil 1,"Elektroinstallationsarbeiten - Beleuchtungsumstellung auf LED

Rathauskomplex - Beleuchtungsumstellung auf LED Teil 1",,,,Stadtverwaltung Mühlhausen,,99974 Mühlhausen/Thüringen / DEG / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825376,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825376&lotId=LOT-0000
25825368,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:17Z,2026-09-16 09:00:17+02:00,lot,45,45,"43,44,71",,Öffentliche Ausschreibung der Lieferung und Montage von Innentüren an der Schule Hiddinghausen für den Ennepe-Ruhr-Kreis,"Stahlbauarbeiten an der Schule Hiddinghausen für den Ennepe-Ruhr-Kreis

Öffentliche Ausschreibung der Lieferung und Montage von Innentüren an der Schule Hiddinghausen für den Ennepe-Ruhr-Kreis",,,,Kreisverwaltung Ennepe-Ruhr,,45549 Sprockhövel / DEA / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825368,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825368&lotId=LOT-0000
25825372,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:17Z,2026-09-16 09:00:17+02:00,lot,45,45,"43,44,71",,Energetische Sanierung Turnhalle GOBS Börgermoor,"Elektroarbeiten

Energetische Sanierung Turnhalle GOBS Börgermoor",,,,Samtgemeinde Nordhümmling (LK Emsland),,26903 Surwold / DE9 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825372,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825372&lotId=LOT-0000
25822852,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:15Z,2026-09-16 09:00:15+02:00,lot,45,45,"43,44,71",,Neubau Brunnen HB 6N - Wasserwerk Tarmstedt,"Brunnenbau

Neubau Brunnen HB 6N - Wasserwerk Tarmstedt",,,,Wasserverband Bremervörde,,27432 Bremervörde / DE9 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822852,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822852&lotId=LOT-0000
25822856,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:15Z,2026-09-16 09:00:15+02:00,lot,45,45,"43,44,71",,Sanierung Zufahrt und Eingangsbereich Abfallentsorgungsanlage Höfer,"Sanierung Zufahrt und Eingangsbereich Abfallentsorgungsanlage Höfer

Sanierung Zufahrt und Eingangsbereich Abfallentsorgungsanlage Höfer",,,,Zweckverband Abfallwirtschaft Celle,,29227 Celle / DE9 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822856,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822856&lotId=LOT-0000
25822964,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:13Z,2026-09-16 09:00:13+02:00,lot,45,45,"43,44,71",,BV Beräumung ehem. RAW-Gelände Stadt Malchin,"Abriss- und Entsorgungsarbeiten

BV Beräumung ehem. RAW-Gelände Stadt Malchin",,,,Stadt Malchin,,17139 Malchin / DE8 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822964,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822964&lotId=LOT-0000
25822952,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:12Z,2026-09-16 09:00:12+02:00,lot,45,45,"43,44,71",,Gemeinde Löcknitz - Erneuerung der Laufbahn auf dem Sportplatz,"Erneuerung Laufbahn Sportplatz

Gemeinde Löcknitz - Erneuerung der Laufbahn auf dem Sportplatz",,,,Gemeinde Löcknitz über Amt Löcknitz-Penkun,,17321 Löcknitz / DE8 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822952,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822952&lotId=LOT-0000
25822956,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:12Z,2026-09-16 09:00:12+02:00,lot,45,45,"43,44,71",,"DLR Krummendeich, 21732 Krummendeich: Experimentalturbine - Kabelinfrastruktur (26-0280_B)","Kabelinfrastruktur

DLR Krummendeich, 21732 Krummendeich: Experimentalturbine - Kabelinfrastruktur (26-0280_B)",,,,Deutsches Zentrum für Luft- und Raumfahrt e.V. | TI-ZVM,,38108 Braunschweig / DE9 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822956,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822956&lotId=LOT-0000
25822932,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:11Z,2026-09-16 09:00:11+02:00,lot,45,45,"43,44,71",,Deutzer Brücke – Kabelzug Speisemaste und Masterneuerung,"Deutzer Brücke – Kabelzug Speisemaste und Masterneuerung

Deutzer Brücke – Kabelzug Speisemaste und Masterneuerung",,,,Kölner Verkehrs-Betriebe AG,,50933 Köln / DEA / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822932,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822932&lotId=LOT-0000
25822928,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:10Z,2026-09-16 09:00:10+02:00,lot,45,45,"43,44,71",,Sanierung und Anbau Festhalle Oberkirchen - Brandschutzvorhänge,"Brandschutzvorhänge

Sanierung und Anbau Festhalle Oberkirchen - Brandschutzvorhänge",,,,Gemeinde Freisen,,66629 Freisen / DEC / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822928,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822928&lotId=LOT-0000
25822924,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:10Z,2026-09-16 09:00:10+02:00,lot,45,45,"43,44,71",,Sanierung und Anbau Festhalle Oberkirchen - Schwingboden Bühnenbereich,"Schwingboden Bühnenbereich

Sanierung und Anbau Festhalle Oberkirchen - Schwingboden Bühnenbereich",,,,Gemeinde Freisen,,66629 Freisen / DEC / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822924,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822924&lotId=LOT-0000
25822920,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:09Z,2026-09-16 09:00:09+02:00,lot,45,45,"43,44,71",,"Abbruch des Werkstattgebäudes mit Sozial-, Lager- und Büroräumen auf dem ZKW-Gelände","Baufeldfreimachung inkl. Gebäudeschadstoffsanierung, Entkernung und Rückbau eines Werkstattgebäudes mit Sozial-, Lager- und Büroräumen

Abbruch des Werkstattgebäudes mit Sozial-, Lager- und Büroräumen auf dem ZKW-Gelände",,,,Entsorgungsbetriebe Lübeck,,23560 Lübeck / DEF / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822920,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822920&lotId=LOT-0000
25822912,1,,LOT-0000,competition,cn-standard,2026-09-16T07:00:08Z,2026-09-16 09:00:08+02:00,lot,45,45,"43,44,71",,"Tarmstedt, Gewerk 2 Brunnenstation für HB 6N","Gewerk 2 Brunnenstation

Tarmstedt, Gewerk 2 Brunnenstation für HB 6N",,,,Wasserverband Bremervörde,,27432 Bremervörde / DE9 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822912,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822912&lotId=LOT-0000
