noticeIdentifier,noticeVersion,organisationName,organisationIdentifier,organisationCity,organisationPostCode,organisationCountrySubdivision,organisationCountryCode,organisationInternetAddress,organisationNaturalPerson,organisationRole,buyerProfileURL,buyerLegalType,buyerContractingEntity,winnerSize,winnerOwnerNationality,winnerListed
37ef6440-39ad-4711-b6d8-50cd3e259338,01,"Vergabekammer des Landes Brandenburg beim Ministerium für Wirtschaft, Energie, Klimaschutz und Europa",t:03318661719,Potsdam,14473,DE404,DEU,,,reviewer,,,,,,
b66086b4-5a0c-43e5-beff-d9e5bd9b4747,01,Kreis Kleve Bauverwaltungs-GmbH,9442,Bedburg-Hau,47551,DEA1B,DEU,https://www.deutsche-evergabe.de,,buyer,https://www.deutsche-evergabe.de,koerp-oer-kommun,,,,
b66086b4-5a0c-43e5-beff-d9e5bd9b4747,01,Vergabekammer Rheinland,11fdf835-bf54-48cc-b6a8-6088181f7a7a,Köln,50606,DEA23,DEU,,,reviewer,,,,,,
bdb7cd0f-27a9-49e6-be6e-c80723885512,01,"Stadt Köln, Amt für Recht, Vergabe und Versicherungen",07999,Köln,50679,DEA23,DEU,https://www.stadt-koeln.de,,buyer,https://www.stadt-koeln.de,kommun-beh,,,,
bdb7cd0f-27a9-49e6-be6e-c80723885512,01,Vergabekammer Westfalen,05515-03004-07,Münster,48147,DEA33,DEU,https://www.bezreg-muenster.de/themen/wirtschaft-kultur-und-kommunales/vergabekammer-westfalen,,reviewer,,,,,,
7d14c033-c833-4b40-8efc-e2ed271a3c3d,01,Verbandsgemeinde Wittlich-Land,07 23 15 00 80 00 - 001 - 70,Wittlich,54516,DEB22,DEU,www.vg-wittlich-land.de,,buyer,,kommun-beh,,,,
7d14c033-c833-4b40-8efc-e2ed271a3c3d,01,"MWVLW RLP, Vergabekammer",07-0001801100000-05,Mainz,55116,DEB35,DEU,www.mwvlw.rlp.de,,reviewer,,,,,,
9d83ea1f-2e6a-4af3-9974-0b8a7823c726,01,Verbandsgemeinde Wittlich-Land,07 23 15 00 80 00 - 001 - 70,Wittlich,54516,DEB22,DEU,www.vg-wittlich-land.de,,buyer,,kommun-beh,,,,
9d83ea1f-2e6a-4af3-9974-0b8a7823c726,01,"MWVLW RLP, Vergabekammer",07-0001801100000-05,Mainz,55116,DEB35,DEU,www.mwvlw.rlp.de,,reviewer,,,,,,
741f8574-9ba3-434b-bf87-42f565cdff51,01,Bundesrepublik Deutschland endvertreten durch Gebäudemanagement Schleswig-Holstein,01 - 2002--79,Lübeck,23566,DEF03,DEU,https://gmsh.de,,buyer,https://www.e-vergabe-sh.de/,oberst-bbeh,,,,
741f8574-9ba3-434b-bf87-42f565cdff51,01,Vergabekammer des Bundes,t:022894990,Bonn,53123,DEA22,DEU,,,reviewer,,,,,,
741f8574-9ba3-434b-bf87-42f565cdff51,01,Gebäudemanagement Schleswig-Holstein AöR VOB-Submissionsstelle,01-2002 - 79,Lübeck,23566,DEF03,DEU,https://gmsh.de,,,,,,,,
85c9a7bb-cf66-405a-93c9-50857968cd15,01,Landratsamt Main-Tauber-Kreis,00,Tauberbischofsheim,97941,DE11B,DEU,https://www.main-tauber-kreis.de,,buyer,https://www.vergabe24.de,kommun-beh,,,,
85c9a7bb-cf66-405a-93c9-50857968cd15,01,Vergabekammer Baden-Württemberg Regierungspräsidium Karlsruhe,0725642,Karlsruhe,76137,DE122,DEU,,,reviewer,,,,,,
77b9119d-d72d-4bca-adc2-6341ef20117a,01,Staatliches Hochbauamt Heidelberg,08-A7182-41,Heidelberg,69115,DE125,DEU,https://www.bundesbau-bw.de,,buyer,www.vergabe.landbw.de,omu-lbeh,,,,
77b9119d-d72d-4bca-adc2-6341ef20117a,01,Vergabekammer des Bundes beim Bundeskartellamt,'----,Bonn,53123,DEA22,DEU,,,reviewer,,,,,,
77b9119d-d72d-4bca-adc2-6341ef20117a,01,Staatliches Hochbauamt Heidelberg,'---,Heidelberg,69115,DE111,DEU,https://www.bundesbau-bw.de,,,,,,,,
abadc72a-717a-45fc-9044-e7eb3dad334a,01,Handwerkskammer Dortmund,DE254718695,Dortmund,44139,DEA52,DEU,,,buyer,,anst-oer-kommun,,,,
abadc72a-717a-45fc-9044-e7eb3dad334a,01,Vergabekammer Westfalen,05515-03004-07,Münster,48147,DEA33,DEU,,,reviewer,,,,,,
3b62235d-ca80-4e03-9c3e-297de871fe80,01,Kommunaler Immobilien Service Potsdam (KIS) Eigenbetrieb der Landeshauptstadt Potsdam,DE138408386,Potsdam,14469,DE404,DEU,,,buyer,,kommun-beh,,,,
3b62235d-ca80-4e03-9c3e-297de871fe80,01,"Landeshauptstadt Potsdam, Bereich Vergabemanagement - Submissionsstelle",ohne Angabe,Potsdam,14469,DE404,DEU,,,serv-prov,,,,,,
3b62235d-ca80-4e03-9c3e-297de871fe80,01,"Vergabekammer des Landes Brandenburg beim Ministerium für Wirtschaft, Arbeit, Energie und Klimaschutz",DE260080782,Potsdam,14473,DE404,DEU,,,reviewer,,,,,,
3084e989-acb5-4689-8ebb-6bf0ad8e0903,01,Zweckverband Staatliche weiterführende Schulen im Süden des Landkreises München,DE129523752,Oberhaching,82041,DE21H,DEU,https://www.campus-deisenhofen.de/,,buyer,https://plattform.aumass.de/Veroeffentlichung/av284a81-eu,kommun-beh,,,,
3084e989-acb5-4689-8ebb-6bf0ad8e0903,01,Regierung von Oberbayern,09-0318006-60,München,80538,DE212,DEU,https://www.regierung.oberbayern.bayern.de/ueber_uns/zentralezustaendigkeiten/vergabekammer-suedbayern/index.html,,reviewer,,,,,,
07e2fa36-a8c8-4b6b-94d1-b5ec715848fc,01,Stadt Göttingen,031590016016-0-80,Göttingen,37083,DE91C,DEU,https://www.goettingen.de/,,buyer,https://www.goettingen.de/portal/startseite.html,kommun-beh,,,,
07e2fa36-a8c8-4b6b-94d1-b5ec715848fc,01,Vergabekammer Niedersachsen,t:04131153308,Lüneburg,21339,DE935,DEU,https://www.mw.niedersachsen.de/startseite/themen/aufsicht_und_recht/vergabekammer_rechtslage_ab_18_04_2016/vergabekammer-niedersachsen-144803.html,,reviewer,,,,,,
10b4365a-23af-4cbd-874f-5faa960c37e5,01,Gemeinde Gundelfingen,Gemeindeschlüssel 08 3 15 047,Gundelfingen,79194,DE132,DEU,,,buyer,,kommun-beh,,,,
10b4365a-23af-4cbd-874f-5faa960c37e5,01,"Vergabekammer Baden-Württemberg, Regierungspräsidium Karlsruhe",08-A9866-40,Karlsruhe,76247,DE123,DEU,https://rp.baden-wuerttemberg.de/rpk/Abt1/Ref15/Seiten/default.aspx,,reviewer,,,,,,
2d885c65-7f8d-466b-ae79-a214d09abef4,01,Stadtverwaltung Ellwangen - Hochbauamt,DE 144 630 699,Ellwangen (Jagst),73479,DE11D,DEU,http://www.ellwangen.de/ausschreibungen,,buyer,,kommun-beh,,,,
2d885c65-7f8d-466b-ae79-a214d09abef4,01,RP Karlsruhe,'---,Karlsruhe,76131,DE123,DEU,,,reviewer,,,,,,
78a13158-21b8-4927-8497-55f095cffba6,01,Gesundheitszentrum in Bad Waldliesborn GmbH,Berichtseinheit-ID 00009826,Lippstadt,59556,DEA5B,DEU,,,buyer,,pub-undert,,,,
78a13158-21b8-4927-8497-55f095cffba6,01,Vergabekammer Westfalen,05515-03004-07,Münster,48147,DEA33,DEU,,,reviewer,,,,,,
37cdd9a6-65fb-4c7d-b7f5-ad7c7befc670,01,Stadibau GmbH Gesellschaft für den Staatsbediensteten Wohnungsbau in Bayern mbH,DE129465401,München,80637,DE212,DEU,https://stadibau.bayern/,,buyer,https://plattform.aumass.de/Veroeffentlichung/av286ae2-eu,anst-oer-land,,,,
37cdd9a6-65fb-4c7d-b7f5-ad7c7befc670,01,"Vergabekammer Südbayern, 80538 München",DE 811335517,München,80538 ,DE212,DEU,https://www.regierung.oberbayern.bayern.de/ueber_uns/zentralezustaendigkeiten/vergabekammer-suedbayern/index.html,,reviewer,,,,,,
46d59055-2d6b-4dd0-8259-86b3ae67397c,01,Land Berlin – Sondervermögen Immobilien des Landes Berlin (SILB) c/o BIM Berliner Immobilienmanagement GmbH,11-2200011000-02,Berlin,10178,DE300,DEU,https://www.bim-berlin.de,,buyer,,grp-p-aut,,,,
46d59055-2d6b-4dd0-8259-86b3ae67397c,01,BIM Berliner Immobilienmanagement GmbH,11-2100019001-07,Berlin,10178,DE300,DEU,https://www.bim-berlin.de,,serv-prov,,,,,,
46d59055-2d6b-4dd0-8259-86b3ae67397c,01,Vergabekammer des Landes Berlin,11-1300000V00-74,Berlin,10825,DE300,DEU,https://www.berlin.de/sen/wirtschaft/wirtschaft/wirtschaftsrecht/vergabekammer/,,reviewer,,,,,,
3eb98c24-107b-4db4-9bc7-13790e23b295,01,Rems-Murr-Kliniken gGmbH,t:071955910,Winnenden,71634,DE116,DEU,,,buyer,,pub-undert-ra,,,,
3eb98c24-107b-4db4-9bc7-13790e23b295,01,Menold Bezler Rechtsanwälte Steuerberater Wirtschaftsprüfer Partnerschaft mbB,PR 155 (Registergericht Stuttgart),Stuttgart,70191,DE111,DEU,http://www.menoldbezler.de,,serv-prov,,,,,,
3eb98c24-107b-4db4-9bc7-13790e23b295,01,Vergabekammer Baden-Württemberg beim Regierungspräsidium Karlsruhe,08-A9866-40,Karlsruhe,76131,DE122,DEU,,,reviewer,,,,,,
4d70dd3a-19b8-45bb-8fe1-cc4dbf9f9bc0,01,Zweckverband Staatliche weiterführende Schulen im Südosten des Landkreises München (Schulzweckverband Südost),unbekannt1,Neubiberg,"85579
",DE21H,DEU,www.szv-m.de,,buyer,https://plattform.aumass.de/Veroeffentlichung/av286b62-eu,koerp-oer-kommun,,,,
4d70dd3a-19b8-45bb-8fe1-cc4dbf9f9bc0,01,Hitzler Ingenieure GmbH & Co. KG,unbekannt3,München,80807,DE212,DEU,,,,,,,,,
4d70dd3a-19b8-45bb-8fe1-cc4dbf9f9bc0,01,Vergabekammer Südbayern bei der Regierung von Oberbayern,0000,"München
",80538,DE212,DEU,https://www.regierung.oberbayern.bayern.de/,,reviewer,,,,,,
2127b926-d426-4e4b-903f-6ca78cf49240,01,Staatliches Hochbauamt Heidelberg,08-A7182-41,Heidelberg,69115,DE125,DEU,https://www.bundesbau-bw.de,,buyer,,omu-lbeh,,,,
2127b926-d426-4e4b-903f-6ca78cf49240,01,Vergabekammer des Bundes beim Bundeskartellamt,'----,Bonn,53123,DEA22,DEU,,,reviewer,,,,,,
2127b926-d426-4e4b-903f-6ca78cf49240,01,Staatliches Hochbauamt Heidelberg,'---,Heidelberg,69115,DE111,DEU,https://www.bundesbau-bw.de,,,,,,,,
b5167006-df6c-4516-b249-954d8e8f3df2,01,Landratsamt Main-Tauber-Kreis,00,Tauberbischofsheim,97941,DE11B,DEU,https://www.main-tauber-kreis.de,,buyer,https://www.vergabe24.de,kommun-beh,,,,
b5167006-df6c-4516-b249-954d8e8f3df2,01,Vergabekammer Baden-Württemberg Regierungspräsidium Karlsruhe,0725642,Karlsruhe,76137,DE122,DEU,,,reviewer,,,,,,
74213ead-8e86-41f8-b1d4-eff6c6ab222a,01,Große Kreisstadt Dippoldiswalde,14628060-SVO1-18,Dippoldiswalde,01744,DED2F,DEU,,,buyer,,kommun-beh,,,,
74213ead-8e86-41f8-b1d4-eff6c6ab222a,01,Landesdirektion Sachsen - Vergabekammer - Referat 38,keine Angaben,Leipzig,04107,DED51,DEU,,,reviewer,,,,,,
58ff65ad-ad0d-43da-9705-373a3e18d3db,01,Zweckverband Schulzentrum,09-5001110-34,Hassfurt,97437,DE267,DEU,,,buyer,https://www.hassberge.de/,koerp-oer-kommun,,,,
58ff65ad-ad0d-43da-9705-373a3e18d3db,01,Vergabekammer Nordbayern,DE8111335517,Ansbach,91522,DE251,DEU,https://www.regierung.mittelfranken.bayern.de/service/vergabekammer/index.html,,reviewer,,,,,,
c76203cb-e304-450e-ab70-f351183aeb21,01,Kreis Offenbach - FD Gebäudewirtschaft,.,Dietzenbach,63128,DE71C,DEU,,,buyer,,kommun-beh,,,,
c76203cb-e304-450e-ab70-f351183aeb21,01,Vergabekammern des Landes Hessen bei dem Regierungspräsidium Darmstadt,t:06151126603,Darmstadt,64283,DE711,DEU,,,reviewer,,,,,,
c76203cb-e304-450e-ab70-f351183aeb21,01,Vergabekammern des Landes Hessen bei dem Regierungspräsidium Darmstadt,t:06151126603,Darmstadt,64283,DE711,DEU,,,,,,,,,
c76203cb-e304-450e-ab70-f351183aeb21,01,Vergabekammern des Landes Hessen bei dem Regierungspräsidium Darmstadt,t:06151126603,Darmstadt,64283,DE711,DEU,,,mediator,,,,,,
81db0040-7ed0-434a-947e-7113d2568512,01,Wasserstraßen- und Schifffahrtsamt Weser - Jade - Nordsee,0204:991-00600-97,Bremen,28199,DE501,DEU,https://www.wsv.de,,buyer,https://www.evergabe-online.de,omu-bbeh,,,,
81db0040-7ed0-434a-947e-7113d2568512,01,"Bundeskartellamt
– Vergabekammer des Bundes –",t:022894990,Bonn,53113,DEA22,DEU,https://www.bundeskartellamt.de,,reviewer,,,,,,
470072e8-59d4-460e-83d7-7ef747d9690f,01,SEFE Energy Holding GmbH,DE 240331955,Kassel,34117,DE731,DEU,,,buyer,,,,,,
470072e8-59d4-460e-83d7-7ef747d9690f,01,hpm Henkel Projektmanagement GmbH,DE291907375,Dresden,01159,DED21,DEU,,,serv-prov,,,,,,
470072e8-59d4-460e-83d7-7ef747d9690f,01,SEFE Securing Energy for Europe GmbH,DE137188798,Berlin,10969,DE300,DEU,https://www.sefe.eu/de/,,,,,,,,
470072e8-59d4-460e-83d7-7ef747d9690f,01,1. und 2. Vergabekammer bei dem Regierungspräsidium Darmstadt,06151 126603,Darmstadt,64283,DE711,DEU,,,reviewer,,,,,,
c3a9b49a-2f04-4f8c-8eb2-c8341bbafabe,01,Staatliches Bauamt Ingolstadt,09-0991208-91,Ingolstadt,85049,DE211,DEU,,,serv-prov,https://vergabe.bayern.de,omu-lbeh,,,,
c3a9b49a-2f04-4f8c-8eb2-c8341bbafabe,01,Vergabekammer des Bundes am Bundeskartellamt,991-02380-92,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
c3a9b49a-2f04-4f8c-8eb2-c8341bbafabe,01,Staatliches Bauamt Ingolstadt-Vergabestelle,t:084193460,Ingolstadt,85049,DE211,DEU,,,,,,,,,
ad444921-a025-4950-b270-afc0dd34dd39,01,Gemeinde Kressbronn a. B.,andreas.wenzler@kressbronn.de,Kressbronn a. B.,88079,DE147,DEU,https://www.kressbronn.de,,buyer,,kommun-beh,,,,
ad444921-a025-4950-b270-afc0dd34dd39,01,Vergabekammer Baden-Württemberg beim Regierungspräsidium Karlsruhe,/,Karlsruhe,76131,DE122,DEU,,,reviewer,,,,,,
b86b2a2d-f22f-4843-9c9e-47873e5a5838,01,"Sondervermögen Infrastruktur der Stadtgemeinde Bremen, vertreten durch das Amt für Straßen und Verkehr",04011000-601XASV-76,Bremen,28195,DE501,DEU,https://www.asv.bremen.de,,buyer,https://vergabe.bremen.de,kommun-beh,,,,
b86b2a2d-f22f-4843-9c9e-47873e5a5838,01,"Vergabekammer Bremen, Die Senatorin für Bau, Mobilität und Stadtentwicklung",040111000-680-57,Bremen,28195,DE501,DEU,https://bau.bremen.de/ressort/vergabekammer-3529,,reviewer,,,,,,
b86b2a2d-f22f-4843-9c9e-47873e5a5838,01,"Vergabekammer Bremen, Die Senatorin für Bau, Mobilität und Stadtentwicklung",040111000-680-57,Bremen,28195,DE501,DEU,https://bau.bremen.de/ressort/vergabekammer-3529,,,,,,,,
b86b2a2d-f22f-4843-9c9e-47873e5a5838,01,"Vergabekammer Bremen, Die Senatorin für Bau, Mobilität und Stadtentwicklung",040111000-680-57,Bremen,28195,DE501,DEU,https://bau.bremen.de/ressort/vergabekammer-3529,,mediator,,,,,,
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,50Hertz Transmission GmbH: Vertragsschließende Einheit / Auftraggeber (Contracting Entity) für Lots 1–5,DE813473551,Berlin,10825,DE300,DEU,http://www.50hertz.com,,buyer,https://www.50hertz.com,spec-rights-entity,,,,
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,Elia Asset S.A.: Vertragsschließende Einheit / Auftraggeber (Contracting Entity) für Lot 6,BE0XXXXXXXXX (Elia Asset S.A.),Brussels,1000,BE100,BEL,https://www.eliagroup.eu/,,buyer,https://www.eliagroup.eu,spec-rights-entity,,,,
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,DB InfraGO AG – Geschäftsbereich Fahrweg (Bukr 16),fb197f94-7578-4673-8a57-4642ae120532,Frankfurt Main,60327,DE712,DEU,http://www.deutschebahn.com/bieterportal/,,buyer,,,,,,
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,DB RegioNetz Infrastruktur GmbH (Bukr 76),f9b97d37-924b-40d5-8c92-7485719515e1,Frankfurt am Main,60486,DE712,DEU,http://www.deutschebahn.com/bieterportal,,buyer,,,,,,
90f332ed-04ca-467f-9af8-5e6e8e9ac165,01,Vitos gGmbH für Vitos Gießen-Marburg gGmbH,DE444761104,Gießen,35394,DE724,DEU,https://www.vitos.de,,buyer,https://vitos.de,pub-undert,,,,
90f332ed-04ca-467f-9af8-5e6e8e9ac165,01,Vergabekammer des Landes Hessen beim Regierungspräsidium Darmstadt,t:06151126603,Darmstadt,64283,DE711,DEU,,,reviewer,,,,,,
e9684303-556d-4be9-b2f7-525e90f7aa61,01,St. Elisabeth-Hospital Beckum GmbH,DE233207393,Beckum,59269,DEA38,DEU,,,buyer,,org-sub,,,,
e9684303-556d-4be9-b2f7-525e90f7aa61,01,Vergabekammer Westfalen - Bezirksregierung Münster,DE 164 242 157,Münster,48147,DEA33,DEU,https://www.bezreg-muenster.de,,reviewer,,,,,,
b6497276-a5eb-4c66-ac56-f86604960788,01,"Stadt Bochum, Referat Zentrale Vergabestelle",05911-31001-89,Bochum,44787,DEA51,DEU,,,buyer,,kommun-beh,,,,
b6497276-a5eb-4c66-ac56-f86604960788,01,Vergabekammer Westfalen bei der Bezirksregierung Münster,05515-03004-07,Münster,48147,DEA33,DEU,,,reviewer,,,,,,
01a0a444-1c07-471e-b755-941f4becd2ee,01,Sächsische Binnenhäfen Oberelbe GmbH,Ust-ID: DE140300361,Dresden,01067,DED21,DEU,,,buyer,,,,,,
01a0a444-1c07-471e-b755-941f4becd2ee,01,LISt Gesellschaft für Verkehrswesen und ingenieurtechnische Dienstleistungen mbH,14-0706002LASUV07-27,Hainichen,09661,DED43,DEU,,,,,,,,,
01a0a444-1c07-471e-b755-941f4becd2ee,01,1. Vergabekammer des Freistaates Sachsen bei der Landesdirektion Sachsen,DE287064009,Leipzig,04107,DED51,DEU,https://www.lds.sachsen.de,,reviewer,,,,,,
1594f91b-44f6-456a-a325-ad98833404bc,01,Kreis Offenbach - FD Gebäudewirtschaft,.,Dietzenbach,63128,DE71C,DEU,,,buyer,,kommun-beh,,,,
1594f91b-44f6-456a-a325-ad98833404bc,01,Vergabekammern des Landes Hessen bei dem Regierungspräsidium Darmstadt,t:06151126603,Darmstadt,64283,DE711,DEU,,,reviewer,,,,,,
1594f91b-44f6-456a-a325-ad98833404bc,01,Vergabekammern des Landes Hessen bei dem Regierungspräsidium Darmstadt,t:06151126603,Darmstadt,64283,DE711,DEU,,,,,,,,,
1594f91b-44f6-456a-a325-ad98833404bc,01,Vergabekammern des Landes Hessen bei dem Regierungspräsidium Darmstadt,t:06151126603,Darmstadt,64283,DE711,DEU,,,mediator,,,,,,
dc92350b-924f-472a-8ea4-53cee8ca4be7,01,kbo-Inn-Salzach Klinikum gGmbH,7836,Wasserburg,83512,DE21K,DEU,https://www.deutsche-evergabe.de,,buyer,https://www.deutsche-evergabe.de,koerp-oer-kommun,,,,
dc92350b-924f-472a-8ea4-53cee8ca4be7,01,Vergabekammer Südbayern - Regierung von Oberbayern,2a058ba9-f946-4a18-8583-8f3fa2d76a96,München,80538,DE212,DEU,,,reviewer,,,,,,
8850e2ed-8211-4877-8ce3-ab6cabf3515f,01,Stadt Leverkusen - Fachbereich Recht und Vergabe,05316-31001-10,Leverkusen,51373,DEA24,DEU,http://www.leverkusen.de,,buyer,,kommun-beh,,,,
8850e2ed-8211-4877-8ce3-ab6cabf3515f,01,Oberlandesgericht Düsseldorf,05111-04009-51,Düsseldorf,40474,DEA11,DEU,,,,,,,,,
8850e2ed-8211-4877-8ce3-ab6cabf3515f,01,Vergabekammer Westfalen,05515-03004-07,Münster,48147,DEA33,DEU,https://www.bezreg-muenster.de/themen/wirtschaft-kultur-und-kommunales/vergabekammer-westfalen,,reviewer,,,,,,
625720a2-3dcb-4a88-b391-48aa63d0a10f,01,"Stadt Bochum, Referat Zentrale Vergabestelle",05911-31001-89,Bochum,44787,DEA51,DEU,,,buyer,,kommun-beh,,,,
625720a2-3dcb-4a88-b391-48aa63d0a10f,01,Vergabekammer Westfalen bei der Bezirksregierung Münster,05515-03004-07,Münster,48147,DEA33,DEU,,,reviewer,,,,,,
2f3259ec-494a-445b-8973-8e88ea4d982b,01,Landratsamt Main-Tauber-Kreis,00,Tauberbischofsheim,97941,DE11B,DEU,https://www.main-tauber-kreis.de,,buyer,https://www.vergabe24.de,kommun-beh,,,,
2f3259ec-494a-445b-8973-8e88ea4d982b,01,Vergabekammer Baden-Württemberg Regierungspräsidium Karlsruhe,0725642,Karlsruhe,76137,DE122,DEU,,,reviewer,,,,,,
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,DB InfraGO AG – Geschäftsbereich Fahrweg (Bukr 16),fb197f94-7578-4673-8a57-4642ae120532,Frankfurt Main,60327,DE712,DEU,http://www.deutschebahn.com/bieterportal/,,buyer,,,,,,
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
915313db-1a99-4a68-802f-f0707033240b,01,"Stadt Halle (Saale), Fachbereich Recht, Team Vergabe Bauleistungen/Bauplanungen",Leitweg-ID: DE 110/144/40390,Halle (Saale),06108,DEE02,DEU,https://halle.de,,buyer,,kommun-beh,,,,
915313db-1a99-4a68-802f-f0707033240b,01,1. Vergabekammer beim Landesverwaltungsamt Sachsen-Anhalt,keine Angaben,Halle (Saale),06112,DEE02,DEU,https://www.lvwa.sachsen-anhalt.de,,reviewer,,,,,,
915313db-1a99-4a68-802f-f0707033240b,01,"Stadt Halle (Saale), Fachbereich Recht, Abteilung Vergabe, z.H. Herr Kemnitzer",Leitweg-ID: DE 110/144/40390,Halle (Saale),06108,DEE02,DEU,https://halle.de,,,,,,,,
ed6675ff-7b24-4be8-8fe8-77d6714633f2,01,Landkreis Rottal-Inn,09277000-RSEGG1566-62,Pfarrkirchen,84347,DE22A,DEU,http://www.rottal-inn.de,,buyer,https://www.rottal-inn.de/landkreis-region/aktuelle-ausschreibungen/,kommun-beh,,,,
ed6675ff-7b24-4be8-8fe8-77d6714633f2,01,"Regierung von Oberbayern, Vergabekammer Südbayern",09-0318006-60,München,80538,DE212,DEU,,,reviewer,,,,,,
09b85bf3-4637-4ffe-b72a-f4a851f18c50,01,Landratsamt Main-Tauber-Kreis,00,Tauberbischofsheim,97941,DE11B,DEU,https://www.main-tauber-kreis.de,,buyer,https://www.vergabe24.de,kommun-beh,,,,
09b85bf3-4637-4ffe-b72a-f4a851f18c50,01,Vergabekammer Baden-Württemberg Regierungspräsidium Karlsruhe,0725642,Karlsruhe,76137,DE122,DEU,,,reviewer,,,,,,
f9dc1e05-3689-41bc-b82b-4ebe5fc1ffb5,01,Schulverband Adelsried-Bonstetten,DE 127508341,Adelsried,86477,DE276,DEU,https://www.gemeinde-adelsried.de,,buyer,https://www.staatsanzeiger-eservices.de,kommun-beh,,,,
f9dc1e05-3689-41bc-b82b-4ebe5fc1ffb5,01,"Regierung von Oberbayern, Vergabekammer Südbayern",DE 811335517,München,80534,DE212,DEU,,,reviewer,,,,,,
5cff7c10-1e0e-4abe-8f0b-b6345a1362a0,01,Staatliches Bauamt Schweinfurt,t:09721203305,Schweinfurt,97422,DE262,DEU,https://www.stbasw.bayern.de,,buyer,https://www.vergabe.bayern.de,omu-lbeh,,,,
5cff7c10-1e0e-4abe-8f0b-b6345a1362a0,01,Regierung Mittelfranken - Vergabekammer Nordbayern,09-0358002-61,Ansbach,91544,DE251,DEU,https://www.regierung.mittelfranken.bayern.de,,reviewer,,,,,,
5cff7c10-1e0e-4abe-8f0b-b6345a1362a0,01,Staatliches Bauamt Schweinfurt - Vergabestelle,09-0996207-32,Schweinfurt,97422,DE262,DEU,https://www.stbasw.bayern.de,,serv-prov,,,,,,
50d1e5cc-c1ae-45b5-a685-505c1595d0c8,01,Landratsamt Main-Tauber-Kreis,00,Tauberbischofsheim,97941,DE11B,DEU,https://www.main-tauber-kreis.de,,buyer,https://www.vergabe24.de,kommun-beh,,,,
50d1e5cc-c1ae-45b5-a685-505c1595d0c8,01,Vergabekammer Baden-Württemberg Regierungspräsidium Karlsruhe,0725642,Karlsruhe,76137,DE122,DEU,,,reviewer,,,,,,
a9cb14a8-596e-478a-a3e9-d94670549370,01,Landratsamt Main-Tauber-Kreis,00,Tauberbischofsheim,97941,DE11B,DEU,https://www.main-tauber-kreis.de,,buyer,https://www.vergabe24.de,kommun-beh,,,,
a9cb14a8-596e-478a-a3e9-d94670549370,01,Vergabekammer Baden-Württemberg Regierungspräsidium Karlsruhe,0725642,Karlsruhe,76137,DE122,DEU,,,reviewer,,,,,,
44c726f4-e15d-43d3-84a5-0ceb2ecbff2a,01,Landratsamt Main-Tauber-Kreis,00,Tauberbischofsheim,97941,DE11B,DEU,https://www.main-tauber-kreis.de,,buyer,https://www.vergabe24.de,kommun-beh,,,,
44c726f4-e15d-43d3-84a5-0ceb2ecbff2a,01,Vergabekammer Baden-Württemberg Regierungspräsidium Karlsruhe,0725642,Karlsruhe,76137,DE122,DEU,,,reviewer,,,,,,
24f04cdc-1d87-4457-9ca5-1dfd450fe67b,01,Stadt Nürnberg Hochbauamt SöR,c401a6a2-5015-4229-b0a7-0304ff817955,Nürnberg,90489,DE254,DEU,https://www.nuernberg.de/internet/hochbauamt/,,buyer,,kommun-beh,,,,
24f04cdc-1d87-4457-9ca5-1dfd450fe67b,01,Vergabekammer Nordbayern bei der Regierung von Mittelfranken,855daf8c-fe9f-4b20-b84c-8e495602d628,Ansbach,91522,DE251,DEU,https://www.regierung.mittelfranken.bayern.de/,,reviewer,,,,,,
24f04cdc-1d87-4457-9ca5-1dfd450fe67b,01,"Stadt Nürnberg, Rechtsamt, Abteilung 3-VMN",42c9c6cf-cf68-4f0a-863c-fd6e52b1ce0d,Nürnberg,90402,DE254,DEU,https://www.nuernberg.de/internet/rechtsamt/vergabemanagement.html,,,,,,,,
4a448abd-7f1f-4052-987f-f9aea3df2fb9,01,"Stadt Bochum, Referat Zentrale Vergabestelle",05911-31001-89,Bochum,44787,DEA51,DEU,,,buyer,,kommun-beh,,,,
4a448abd-7f1f-4052-987f-f9aea3df2fb9,01,Vergabekammer Westfalen bei der Bezirksregierung Münster,05515-03004-07,Münster,48147,DEA33,DEU,,,reviewer,,,,,,
d62756f0-2007-4111-b118-e5f44c943b18,01,Gemeindeverwaltung Möglingen,DE146128227,Möglingen,71696,DE115,DEU,https://www.moeglingen.de/de/impressum,,buyer,https://plattform.aumass.de/Veroeffentlichung/av283292-eu,omu-lbeh,,,,
