noticeIdentifier,noticeVersion,lotIdentifier,procedureIdentifier,formType,noticeType,publicationDate,matchedVia,matchedCpvCodes,internalIdentifier,title,description,mainNature,estimatedValue,estimatedValueCurrency
89405766-4d32-4ae2-8cc4-b0aacf19a2ec,01,LOT-0001,9d2be5cf-c78a-4f14-8499-5c859e17f7e1,competition,cn-standard,2026-09-17T02:12:09Z,lot,"[""45314000""]",0001,Neubau kbo-Inn-Salzach-Klinikum - Errichtung Pflegegebäude BT C + D-107_3-4500 Elektro Schwachstrom,"2 Stk Brandmeldeunterzentrale, 12 Loops			
1.693 Stk Meldersockel			
1.665 Stk O²T-Multisensormelder			
156 Stk Einbau und Anschluss bauseitge PNA Sender			
156 Stk Verbindungskasten, UP			
2 Stk BOS Systemtechnik, TMO-Anbinderepeater			
2 Stk Remoteunit			
985 m Leckwellenleiter			
2 Stk Server für Video Management System			
16 Stk Client am Stützpunkt für Videoanlage			
76 Stk Deckenkamera mit 360° Erfassungsbereich			
12 Stk Stationszentralen			
36 Stk Informationsdisplay doppelseitig für Deckenmontage			
295 Stk Zimmer-Elektronikmodul mit Bettenbus			
309 Stk Displaymodul			
925 Stk Ruftaster			
74 Stk Multiband-Indoor-Antenne			
900 m 7/8"" HF-Kabel			
1.850 m 1/2"" HF-Kabel			
162 Stk Leistungsteiler			
54 Stk Türzentrale GEZE, Bus Technik, AP			
18 Stk All-In-One PC, 27 Zoll Touchscreen			
18 Stk myGEZE Control Hardware-Controllersystem			
32 Stk IP-Sprechstelle			
24 Stk Schaltersprechanlage			
81 Stk Selbstrichtende Nebenuhr			
7.700 m LWL Mikrokabel / Fiber Unit 12E9/125 OS2			
7.700 m LWL Mikrokabel / Fiber Unit 12G50/125 OM4			
16.600 m Einblasen Mikrokabel inkl. Einblasequipment			
1.980 m Multi-Rohr-System 4x5 mm			
44 Stk Abschlussgehäuse 19-Zoll			
38 Stk 19""-Stand-Verteilerschrank 100 x 80 cm			
350 Stk C-Montageschiene			
185 Stk Patchfeld			
2.336 Stk Spleißarbeiten			
128.000 m Datenkabel S/FTP Duplex			
1.637 Stk Beidseitigen Anschluss erstellen für Datenkabel			
1.168 Stk LWL-Kabelmessung			
3.358 Stk Messung Cu PL Link Ea			
1.434 Stk Datenanschlussdose			
18 Stk Verteiler Standschrank			
36 Stk Tür-Verteiler Wandschrank			
13.100 m J-Y(ST)Y 4x2x0,6mm			
10.800 m J-Y(ST)Y 2x2x0,8mm			
11.800 m J-Y(ST)Y 4x2x0,8mm			
31.040 m BMA-Leistung J-Y(ST)Y 2x2x0,8			
4.020 m Koaxialkabel TV für Innenbereich			
1.460 Stk Schalterdose Hohlwand			
1.700 Stk Elektronikdose Hohlwand			
3.000 Stk Sammelhalter-Trasse für Funktionserhaltleitungen E90-E90",works,,
8b749c6c-4c48-4309-a810-d992de876080,01,LOT-0001,4f75632c-aa5e-4f46-b3db-f966cf8409a1,competition,cn-standard,2026-09-17T02:06:19Z,lot,"[""45200000"", ""45234000"", ""45236000""]",e64eeff4-da5f-4bf3-a0b4-4d37a2b5a467,"Bahnmark Karsdorf ( Oberbau, KTB, Bautechnik, 50Hz)","Die Komplexmassnahme Karsdorf umfasst die Erneuerung der Bahninfrastruktur im Bahnhof Karsdorf im Zuge des ESTW Neubaus der Modernisierung technischer Anlagen sowie der Erneuerung von zwei Bahnuebergaengen Ziel ist ein leistungsfaehiger und regelkonformer Anlagenzustand bei Aufrechterhaltung des Verkehrs
Der Leistungsumfang beinhaltet
Oberbau Erneuerung von Gleisen und Weichen inklusive Schotter und Schwellenarbeiten
Tiefbau Kabeltiefbau Kabeltrassen fuer LST und EEA Querungen Oberflaechenwiederherstellung sowie Entwaesserungs und Ingenieurbauleistungen
Bautechnik Neubau Anpassung und Rueckbau baulicher Anlagen fuer ESTW und zugehoerige Technik
Elektroenergieanlagen 50 Hz Erneuerung der Gleisfeldbeleuchtung Weichenheizungen Energieverteilungen und Kabelanlagen",works,,
90f899ac-09f1-4a4d-bc75-0adb9122a341,1,LOT-0000,5fce20bd-3117-460b-b2be-f3aaaad9f7f9,competition,cn-standard,2026-09-17T12:22:04Z,lot,"[""45000000""]",26/N/0118/GN,"Rahmenvertrag Unterhaltungsmaßnahmen an Gewässern 1. Ordnung - Gewässerunterhaltung, Holzungen, Kleinschadensbeseitigung, Wegebau","Der Umfang der Leistungen beziehen sich auf folgende Bereiche:
.
Gewässerunterhaltung:
Hierzu zählen die Frühjahrskrautung in die Herbstkrautung an Gewässern 1. Ordnung. Darunter fallen Arbeiten mit Krautschneideboot, maschinelle Arbeit mit Traktor und Mähkorb sowie Handmahd vorrangig in den den bebauten Ortslagen. Dazu gehören auch die Mahd der Böschung und der Böschungsoberkante mit geeigneter Schlegeltechnik sowie die Ablagerung oder Entsorgung des Schnittgutes.
.
Gewässerkrautung mit Krautschneideboot: 110.500 m²
Gewässerkrautung mit Bagger: 65.000 m²
Gewässerkrautung in Handarbeit: 55.000 m²
Böschungsmahd mit Traktor und Schlegler:120.000 m²
Böschungsmahd Handarbeit: 14.000 m²
Entsorgung Kraut: 500 m³
.
Weiterhin sind kleine wasserbauliche Maßnahmen an Gewässern 1. Ordnung Leistungen dieser Ausschreibung. Dazu zählen vor allem Liefer- (Totholzelemente, Kies, Oberboden, Störsteine, Holzpfähle etc.) und Einbauleistungen sowie Abbrucharbeiten beispielsweise von Mauerwerken, Betonwiderlagern und Stahlkonstruktionsbauwerken.
.
Gehölzpflege:
Die Gehölzpflege erfolgt an Gewässern 1. Ordnung und wasserwirtschaftlichen Anlagen in den Ortslagen zum Nachkommen der Verkehrssicherungspflichten aber auch zur Freihaltung des Abflussprofils.
.
Deichunterhaltung:
Die Leistungen zur Deichunterhaltung beziehen sich auf das Beseitigen von Schwemmgut nach Hochwasserereignissen, Liefern und Aufstellen von Ausstattungsstrukturen, die Beseitigung von Wild- und Wühltierschäden sowie einfache Risssanierung und auch umfangreiche Wegebausanierungen (Deichverteidgungs- und Deichkronenweg)
.
Neophytenbekämpfung:
Je nach Standort und Notwendigkeit müssen invasive Arten durch gezielte, dauerhafte Maßnahmen zurückgedrängt und ihre weitere Ausbreitung verhindert werden. Dies bedarf bei Erforderniss eine langjährige und intensive Pflege.
.
Hinweise zum Rahmenvertrag:
1. Laufzeit:
Die Laufzeit des Rahmenvertrages von 4 Jahren wird in eine garantierte Vertragslaufzeit von 3 Jahren und optionaler Vertragsverlängerung um jeweils 1 Jahr aufgeteilt. Der Auftraggeber kann mit einer einseitigen Erklärung die Option nutzen und den Vertrag entsprechend der Vereinbarung verlängern. Wird die Vertragsverlängerungsoption nicht genutzt, endet der Rahmenvertrag nach Ende der garantierten Vertragslaufzeit bzw. nach der jeweiligen Verlängerung. Vor dem Ende der Vertragslaufzeit abgerufene Leistungen sind auch über das Vertragsende hinaus zu den Bedingungen des Vertrages zu erfüllen.
.
2. Auftragswert Rahmenvertrag:
Schätzwert Rahmenvertrag: 2.607.128,00 EUR (brutto)
Höchstwert Rahmenvertrag: 3.350.000,00 EUR (brutto)
Die Rahmenvereinbarung verliert ihre Wirkung, wenn der Höchstwert erreicht ist.",works,,
931d516d-ef0c-4140-8e80-e0ec3d4638d2,01,LOT-0001,60c416d8-51cc-4f71-88ad-19a66da276ae,competition,cn-standard,2026-09-17T02:12:09Z,lot,"[""45300000"", ""45310000"", ""45311000"", ""45311100"", ""45311200"", ""45315000"", ""45315100"", ""45315600"", ""45315700"", ""45316000"", ""45317000""]",0001,Neubau GS Lerbeck    -    Elektro-Technik,"Die Stadt Porta - Westfalica beabsichtigt die Bestandsschule abzubrechen und einen neuen 3-geschossigen Grundschulkomplex mit integrierter Sporthalle neu zu errichten. Auf dem Areal befinden sich zusätzlich eine Bestandssporthalle, die erhalten bleibt, sowie eine Wärmestation, die neu errichtet wird. Die Wärmestation dient der Versorgung des neuen Schulkomplexes sowie der bestehenden Sporthalle. Die Wärmestation wird zeitgleich mit dem neuen Schulkomplex errichtet. Die Außenanlagen werden im Zuge der Baumaßnahme neu gestaltet. Vorhandene Baumbestände werden so weit wie möglich erhalten und in den neuen Außenanlagen eingebunden. Der Auftragnehmer ist zuständig für die Elektroinstallationen des Schulgebäudes und der Wärmestation. Bestandteil der ausgeschriebenen Leistung sind unter anderem die Erstellung von Sicherheitsbeleuchtungen, Niederspannungsinstallationen, Beleuchtungsanlagen, Blitzschutz- und Erdungsanlagen, Such- und Signalanlagen, elektroakustische Anlagen, Gefahrenmelde- und Alarmanlagen und Datenübertragungsnetze.",works,,
93e9a283-4c40-4c5e-8af1-8ef4df1e0b3b,01,LOT-0001,50575089-50e4-49f7-b824-b5d87ca12143,competition,cn-standard,2026-09-17T09:36:05Z,lot,"[""45431000""]",P 24 012-024-1,024-1_Fliesenarbeiten,"Fliesen- und Plattenarbeiten im Rahmen der Sanierung des Dachgeschosses eines Bestandsgebäudes. Der Leistungsumfang umfasst die Untergrundvorbereitung, die Herstellung von Verbundabdichtungen in Nassräumen sowie die Lieferung und Verlegung keramischer Boden- und Wandfliesen in Sanitär-, Dusch- und Umkleidebereichen einschließlich Sockelfliesen, Profilen, elastischen Anschluss- und Bewegungsfugen sowie sämtlicher erforderlicher Anschluss-, Anpassungs- und Nebenarbeiten.",works,,
9474e1d8-0bc7-40d1-a1ce-5dd506567d1a,01,LOT-0001,d62c479f-bb05-40e5-aa27-4ee4e91540e6,competition,cn-standard,2026-09-17T02:06:17Z,lot,"[""45331200""]",715/22353 - M403,SEB Anbau Bettenhaus II - Altersmedizin / Aufstockung - Raumlufttechnik,"Hauptmassen:  1 Zentrallüftungsgerät (Zu- und Abluft) 18.000 m³/h, kvs-System, Hydraulik-Modul 2 Lamellentürme für Fort- und Außenluft, 1.300 mm Durchmesser 550 m² Lüftungskanal zzgl. 630 m² Formteile 1.400 m Wickelfalzrohr zzgl. Formteile 160 Deckenluftdurchlässe Zu-/Abluft 34 Brandschutzklappen eckig, 92 Brandschutzklappen, rund",works,,
94d5d66d-91ab-4f2e-85dc-e5b6afd22b0c,1,LOT-0000,e9e75a4f-e186-43c2-ac74-634cb72e47dd,competition,cn-standard,2026-09-17T11:50:05Z,lot,"[""45000000""]",2026-801-000055,"Rekultivierung der Spülfelder 2.BA/S4,S5, 3.BA/S5,S5a und S6 im Spülgebiet Steenfelde","Bei den auszuschreibenden Leistungen handelt es sich um die Wiederherstellung von ehemaligen Spülfeldern zu landwirtschaftlichen Nutzflächen (Rekultivierung) in einer Gesamtgröße von ca. 80,00 ha. Die aufgespülten Flächen liegen innerhalb der Gemeinde Westoverledingen / Ortschaft Steenfelde.
Die Arbeiten umfassen im wesentlichen folgende Leistungen:
> Herstellen und Vorhalten von Drängräben auf den Einzelteilspülfeldern zur Entwässerung der Spülfeldflächen über die Dauer der Rekultivierung
> Beseitigung des Vegetationsbestandes auf den Spülfeldflächen über die Dauer der Rekultivierung
> Bodenverbesserungsarbeiten auf den Spülfeldflächen der Einzelspülfelder
> Auffüllen nicht bespülter Randbereiche der Einzelspülfelder mit dem aufgespülten Boden
> Auffüllen von nicht aufgespülten Freiflächen mit Boden aus der Aufspülfläche, einschließlich erforderlicher Bodentransporte
> Modellierung der Spülfeldflächen einschließlich der Herstellung von Entwässerungseinrichtungen für eine landwirtschaftliche Folgenutzung der Flächen
> Herstellung von Entwässerungsgräben auf den Spülfeldflächen
> Herstellung von Grabenüberfahrten
Weitere Details entnehmen Sie bitte den Vergabeunterlagen",works,,
997f2c3a-ef30-4354-ad4a-38930db07380,01,LOT-0001,ef811801-48b2-434c-bf5d-ca0a2105c9e4,competition,cn-standard,2026-09-17T02:06:17Z,lot,"[""45223220""]",2026_SpriG_VS_KMP_E63,Rohbau- und Erdbauarbeiten,"Das Leistungsverzeichnis umfasst Rohbauarbeiten für folgende Gebäudeteile:  - Bauteil 04 (K7)  - Bauteil 01-S (Halle - Südteil)    Die erweiterten Rohbauarbeiten enthalten folgende Leistungen:  - Baustelleneinrichtung  - Beton- und Stahlbetonarbeiten  - Erdarbeiten  - Bauzwischenzustände, Abbruch  - Mauerarbeiten  - Putzarbeiten   Wesentliche Arbeiten:  - Erstellung der neuen Fundamente, Aufzugsunterfahrten, sowie die Geschossdecken und Fertigteilbalkone für die Halle K7  - Stahlbetonverbunddecken in den Mezzaninen der Hallen  - Verlegung von Grundleitungen",works,,
9a8a4b10-5a8c-4781-a97f-080dd578412a,01,LOT-0001,8190eb32-bd05-4d82-bdb1-454520160984,competition,cn-standard,2026-09-17T02:08:07Z,lot,"[""45113000"", ""45315000"", ""45331000""]",4e0e8a01-c373-4ca0-a928-938d2baaae4c,UHS - Generalsanierung Ludwig-Uhland Schule - Winterbaubeheizung 2026/2027,"Die WBG KOMMUNAL GmbH plant die Generalsanierung der Uhlandschule für die Stadt Nürnberg, BGF ca. 9.113 m². Winterbaubeheizung über Anschluss an Verteiler der bestehenden Fernwärmeübergabestation.",works,,
9c13d587-4183-4fb0-9616-562c1cd2bf1a,01,LOT-0001,6ab48bdc-d7f0-4c30-8512-f2041b7f9273,competition,cn-standard,2026-09-17T02:08:58Z,lot,"[""45221100""]",2026.0296,K54 Ersatzneubau Brücke über DB - Bendestorfer Str. - Teilfunktionale Ausschreibung Ingenieurbau m. Planungsleistungen u. Straßenbau,"Ersatzneubau Straßenüberführung,
Straßenausbau von 180m Länge

Die Leistungsbeschreibung besteht aus einer Baubeschreibung mit Leistungsprogramm und Leistungsverzeichnis, sowie einer separaten
Baubeschreibung zum Straßenbau.
Für die Herstellung des Ersatzneubaus im Gleisbereich einschließlich des Abbruchs der Bestandsbrücken stehen lediglich 4 Wochen während einer Totalsperrung der Bahnstrecke und parallel dazu laufend 7 Wochen Totalsperrung der K54 zur Verfügung. Das Bauwerk ist so zu entwerfen und auszuführen, dass alle im Gleisbereich befindlichen Bauteile in der Zeit der Totalsperrung der DB Strecke
hergestellt werden.",works,,
9c7c5cb9-220a-41b2-ba70-d8e698bb08aa,01,LOT-0000,763ae64f-d7ef-4971-b120-9d320af42915,competition,cn-standard,2026-09-17T02:08:43Z,lot,"[""45112713""]",26-049651,Landschaftsbauarbeiten,"MRI Stamm, Erschließung Strahlenbunker

Das staatliche Bauamt München plant die Errichtung eines neuen Strahlenbunkers auf dem Klinik-gelände rechts der Isar. Hierfür erfolgt im 1. Bauabschnitt die Erweiterung der Ver- und Entsor-gungsanlagen in unterschiedlichen Bereichen und Geschoßen der Strahlenklinik (Erweiterung Rohrpostzentrale).

Gewerk:  Landschaftsbau
-	Systemaufbau Intensive Dachbegrünung 85m²
-	Systemaufbau Extensive Dachbegrünung 60m²
-	Kiesfangleiste Aluminium 30m
-	Randeinfassung Steinfaser 35m
-	Randeinfassung Aluminium 11m
-	Rollkies als Traufstreifen 45m²       
-	Kontrollschacht 4 St.
-	Intensive Dachbegrünung 55 m²
-	Extensive Dachbegrünung 40m²
-	Solitärstrauch (Taxus baccata) 3 St.  
-	Blockstufe 1 St.",works,,
9dfc0ff5-3f47-475e-8446-0b5ac729b42d,01,LOT-0000,2cb18dd5-a3a3-421a-ab79-d1675765ecf9,competition,cn-standard,2026-09-17T02:06:13Z,lot,"[""45112700"", ""45112720""]",510,Außenanlagen,Außenanlagen,works,,
9f32d970-1f4f-472a-ac79-0534b1527478,01,LOT-0001,f3fca71f-457a-4df8-ab46-d018e143753e,competition,cn-standard,2026-09-17T02:08:32Z,lot,"[""45262100"", ""45262110"", ""45262120""]",2026-0647-BW,Gerüstarbeiten - Beachvolleyballhalle Münster - Bauwerke Münster GmbH,Fassadengerüst inkl. Treppentürme; Innengerüst Treppenhaus,works,,
a2a5775d-d392-484f-a105-da9e2167032f,01,LOT-0002,b37cf7a0-bcb8-4a3e-af85-4ce5b0fd1865,competition,cn-standard,2026-09-17T02:10:08Z,lot,"[""45311000"", ""45314320""]",9e65c3fd-626a-46ce-9a70-a61a37cca29d,"Ausführungsleistung, Feldtechnik und Schaltschrankfertigung","Los 2 umfasst die technische Realisierung auf Grundlage der durch Los 1 bereitgestellten Planungs- und Koordinationsvorgaben. Der Leistungsgegenstand beinhaltet die Lieferung, Herstellung und Montage der für das VKS erforderlichen Verkabelung, Feldtechnik, Anschlusskästen und Schaltschränke. Dazu zählen insbesondere Kabelwege, Strom- und Datenverkabelung, Spleiß- und Terminierungsleistungen, Montage von Kameratechnik, Fertigung von Anschlusskästen und Systemtechnikschränken sowie die Herstellung der Zugänglichkeit zu Montagehöhen (größer 4m). Los 2 führt zudem die Demontage von Alt-Komponenten und das Zurückziehen vorhandener Bestandsverdrahtung aus. Er unterstützt die Konfiguration und Parametrierung der Feldtechnik und wirkt bei Inbetriebnahmen und Abnahmen mit. Los 2 hat eine Mitwirkungspflicht bei Baustellendokumentation und Changemanagement. Die Umsetzung ist vollständig von den freigegebenen Planungsunterlagen abhängig.

Kurzdarstellung der Leistungen:

- Lieferung und Herstellung von Kabelwegen und Verkabelung,
- Lieferung und Montage von Feldtechnik, 
- Demontage von Alt-Komponenten und Fremdsystemen, sowie Zurückziehen von Bestandsverdrahtung,
- Fertigung Schaltschränke und Anschlusskästen,
- Konfiguration und Parametrierung von Feldtechnik.
",works,,
a2a5775d-d392-484f-a105-da9e2167032f,01,LOT-0003,b37cf7a0-bcb8-4a3e-af85-4ce5b0fd1865,competition,cn-standard,2026-09-17T02:10:08Z,lot,"[""45200000"", ""45232200""]",a5dd5646-0011-478f-83ae-c8ee4887b111,Tiefbau und Fundamente,"Der Auftragnehmer von Los 3 stellt an ca. 30 Standorten mit entsprechenden Videomast-Anlagen die tiefbaulichen und infrastrukturellen Voraussetzungen für die spätere Montage und Inbetriebnahme der Videokameratechnik her. Der Auftragnehmer von Los 3 ist für Tiefbau-, Fundament-, Erdungs- und Videomastleistungen verantwortlich. Die Leistungen erfolgen ausschließlich auf Grundlage der durch Los 1 erstellten Planungsunterlagen. Der Leistungsumfang umfasst insbesondere die Herstellung und Wiederverfüllung von Leitungsgräben, die Verlegung von Leerrohren und Mikrorohrverbänden, Kabelziehschächte und Übergabepunkte, die Einhaltung von Verlegetiefen und Schutzabstände, die Berücksichtigung standortspezifischer Boden-, Umwelt- und Wasserschutzanforderungen sowie die Wiederherstellung betroffener Oberflächen. Zusätzlich sind Mastfundamente, Fundament- und Ringerder sowie Tragmastanlagen nach statischen und planerischen Vorgaben zu errichten und zu dokumentieren. Los 3 muss seine Leistungen so ausführen und übergeben, dass eine  schadensfreie, normkonforme und wirtschaftliche Weiterverarbeitung durch Los 2 möglich ist. 

Kurzdarstellung der Leistungen:

- Tiefbau, Fundamente und Tragmastsystem.
",works,,
a337080c-967b-4dd9-a373-e99406e5ada7,2,LOT-0000,8b1086d0-2413-4016-b0d9-2b674686340d,change,cn-standard,2026-09-17T10:06:05Z,lot,"[""45000000""]",JMB 186/2026,Bauvorhaben Neugestaltung Foyer und Garderobe im Jüdischen Museum Berlin/ Tischlerarbeiten II nach DIN 18355,"Die Tischlerarbeiten II erfolgen im Foyer des Museums im Altbau.
Die Arbeiten finden innerhalb der verschiedenen Bauabschnitte zeitversetzt zueinander statt.
Ein Übersichtsplan und die Festlegungen zu genauen Größen, Ausstattungen, Qualitäten etc.
sind den der Ausschreibung beigelegten Detailplänen zu entnehmen.
Im Vorfeld der Tischlerarbeiten II werden die derzeitigen Foyereinbauten und -ausstattungen
abgebrochen sowie aufgrund des schadstoffbelasteten Altputzes eine Schadstoffsanierung mit Abbruch
und Erneuerung des Putzes durchgeführt.
Die Tischlerarbeiten II umfassen Wandverkleidungen (größtenteils microperforiert mit akustischer
Wirksamkeit), Tapetentüren innerhalb dieser Verkleidungen sowie Klappgarderoben, Zargenelemente im
Bereich von Durchgängen, Sockelleisten, Schrankelemente mit Schließfächern, Sitzbänke (teilw. in
Kombination mit reversiblen Heizkörperverkleidungen und Fensterbänken) sowie mobile Elemente
(Flyerregal und mobiler Tresen). Der große Tresen im Foyer ist Teil der Tischlerarbeiten III und somit
nicht Leistungsbestandteil dieser Ausschreibung.",works,,
a9d5050d-b01e-4438-a4d1-2865a624f49d,01,LOT-0000,d53a7355-b2c7-42e1-bf1a-efa51428ea4c,competition,cn-standard,2026-09-17T02:08:05Z,lot,"[""45320000""]",LOT-0000,Dämmungsarbeiten,"Neuinstallation Technische Wärmedämmung:
- ca. 5000 m Wärmedämmung Rohr Mineralwolle
- ca. 1300 m Kälteisolierung Rohr Mineralwolle
- ca. 150 m Kälteisolierung Rohr Schaumglas
- ca. 1000 m² Wärmedämmung Lüftung Kanal Mineralwolle
- ca. 250 m² Wärmedämmung Lüftung Kanal Elastomerschaum
- ca. 1200 m Wärmedämmung Lüftung Rohr
- ca. 740 m Wärmedämmung Trinkwasser Mineralwolle
- ca. 570 m Wärmedämmung Entwässerung Mineralwolle
- ca. 270 St Brandschottung R90 Heizung
- ca. 100 St Brandschottung R90 Kälte
- ca. 120 St Brandschottung R90 Trinkwasser
- ca. 90 St Brandschottung R90 Entwässerung
- ca. 30 St Brandschottung R90 Löschwasser
- ca. 100 m Brandschutzbekleidung Löschwasser Mineralwolle",works,289326.50,EUR
aa4af011-4022-45dd-b684-8843cc3e010e,01,LOT-0001,aa4af011-4022-45dd-b684-8843cc3e010e,competition,cn-standard,2026-09-17T02:06:16Z,lot,"[""45421000"", ""45422100""]",0001,Generalsan. Rathaus Forchheim - G32 Tischlerarbeiten 2 DIN 18355 - Bauschreiner  5.26-6.63.20,"G 32 Tischlerarbeiten 2 DIN 18355 - Bauschreinerarbeiten 

Für die Generalsanierung historisches Rathaus Forchheim werden Bauschreinerarbeiten benötigt.

Die Leistungen erstrecken sich dabei über die Geschosse UG bis 2.OG
Leistungsumfang:
c. 60m² Paneel-Bekleidungen horizontal und vertikal
3 Stück Treppenpodeste mit Trittstufe
20 Stück Eichenfensterbretter
Ca. 120m² prov. OSB-Platten als Absturzbrüstungen bzw. Fassadenverschluß
2 Orientierungspaneele
Ca. 23 Stück Tritt- u. setzstufen auf Bestands-Revisionstreppe",works,,
aa7872e7-fc82-4bb1-82fe-67642421e044,01,LOT-0001,fa996125-e0b3-4d0a-920f-a887411684c3,competition,cn-standard,2026-09-17T02:08:54Z,lot,"[""45331000"", ""45331110"", ""45331231""]",39/2026,Access - Heizung/Kälte,"Das Gebäude besteht aus einem vieretagigen Kopfbau mit Büro- und Laborflächen als Betonbaukörper und einer Grundfläche von etwa 1.000m² (Bauteile A und B).  An diesen Baukörper schließt sich eine zweigeteilte Stahlbauhalle mit einer Sandwichfassade an. Davon ist der eine Teil etwa 2.000m² groß und hat eine lichte Höhe von ca. 10,5m (Bauteil C). Hier sind verschiedene Produktionsanlagen aufgestellt.  Der andere Teil mit einer lichten Höhe von etwa 5,7m ist deutlich niedriger und verfügt über eine Fläche von etwa 2.500m² (Bauteil D). Hier sind kleinteilige Funktionsbereiche Werkstatt, QS und für Herstellungsprozesse untergebracht.  Die Erschließung mit Trinkwasser soll bereits über einen Graben bis an den Übergabepunkt in der Sanitärzentrale erfolgt sein. Die elektrische Versorgung erfolgt aus dem Mittelspannungsnetz zu einer Schaltanlage auf dem südlichen Teil des Grundstücks. von dort werden die Trafos an der westlichen Hallenseite versorgt. Die NSHV ist im Bereich der hohen Halle positioniert, von wo die Versorgungsbereiche erschlossen werden. Die Anlagentechnik für Photovoltaik befindet sich auf den Dachflächen.  Die Wärme- und Kälteversorgung des Gebäudes erfolgt vollständig über elektrische Erzeuger, die auf der Dachfläche des Bauteils D verortet sind. Die Heizungs- und Kältezentrale liegt im nördlichen Teil der hohen Halle. Von hier erfolgt die Verteilung sowohl für die Prozessanlagen als auch für die Gebäudetechnik.  Die Lüftungsanlagen stehen auf den Dachflächen der zu versorgenden Bereiche (Bauteile A, B und D). Das Bauteil C wird größtenteils nicht belüftet.",works,,
aaf2856d-401f-4d2c-a2fb-cd5adc58ff48,01,LOT-0001,eea5964e-94cb-4a42-94c1-9cc3d3756fdb,competition,cn-standard,2026-09-17T02:08:37Z,lot,"[""45262670""]",60.4.921.26,Neubau Friedrich-Junge-Gemeinschaftsschule; Metallbau Fahrradunterstand,"Zaunanlage ca. 18,70m x 2,33m mit 3 doppelflg. Toren, verzinkt und lackiert, als Abgrenzung eines überdachten Fahrrad-Abstellbereiches im Untergeschoss (ebenerdig) auf der Gebäude-Rückseite.",works,,
ab0a0057-8207-43c3-b227-58614e2d57c9,01,LOT-0000,1159c0e7-dec7-444c-9c95-0dc867354555,competition,cn-standard,2026-09-17T02:08:26Z,lot,"[""45331200"", ""45331210""]",430,Lüftung und Kältetechnik,Lüftung und Kältetechnik,works,,
aea8c196-fddf-4de3-be8f-e8a12b895c31,01,LOT-0000,a6038228-0342-4a80-b013-c39f022525d8,competition,cn-standard,2026-09-17T02:06:23Z,lot,"[""45000000""]",LOT-0000,"Los 406: Kälteanlagen, Splitkälte - Neubau Ärztehaus 2.0 Hansenstraße in Barleben","Der Bauherr, die Gemeinde Barleben, plant den Neubau eines Ärztehauses
mit 5 Praxen in der Hansenstraße 42 in 39179 Barleben.
Im Dachgeschoss befinden sich zudem Abstellräume für die Mieter.
Das Gebäude besteht aus einem Erd-, Ober- und einem Dachgeschoss.
Es wird nicht unterkellert.
Das Gebäude steht frei auf dem Grundstück.
Der Neubau wird als konventioneller Mauerwerksbau mit Stahlbetondecken
und Satteldach errichtet. Das Dach wird als traditionelles Holztragwerk mit
Ziegeleindeckung und Wärmedämmung ausgeführt.
Die Aussteifung des Gebäudes wird über ausreichend zu dimensionierende
Wand- und Deckenscheiben sichergestellt.
Die Gründung erfolgt über eine Stahlbetonsohlplatte mit umlaufenden
Streifen-fundamenten / Frostschürzen.
Die Baustelle wird über die über die Ernst-Thälmann-Straße und die
Hansenstraße erreichbar.
Die Baustellenzufahrten erfolgen über die südöstlich gelegene künftige
Grundstückszufahrt.
Adresse: Hansenstraße 42 · 39179 Barleben

Bitte beachten Sie, dass eine Besichtigung des Objekts im Zeitraum vom: 31.08.-25.09.2026 erfolgt!
Einen Termin vereinbaren Sie bitte vorab unter der Telefonnummer: +49 39203 565-2965.
Fehlende vom Auftraggeber bestätigte Vor-Ort-Besichtigungsbescheinigung führt zwingend zum Ausschluss!

Grobmengen:
- 4 - VRF-Multisplitanlagen (Außeneinheiten) zwischen ca. 5 - 15 kW
- 28 Inneneinheiten als Deckenkassette
- 28 Fernbedienungen
- 1 x Anlage mit Außeneinheit und Wandgerät 3,5 kW für Serverraum
- ca. 500 m Kältemittelleitungen 6 bis 16 mm aus Kupferrohr, einschl. Dämmung
- ca. 160 m Kondensatleitungen DN 32 - DN 40
- ca. 400 m Elektroleitungen einschl. der erforderlichen elektrischen Anschlüsse",works,,
b0ec1355-42be-4c7c-b091-9f7ec5b0bf4a,01,LOT-0001,f8883e78-7690-4a7a-9311-03e6c10a996b,competition,cn-standard,2026-09-17T02:08:07Z,lot,"[""45262800"", ""45323000"", ""45324000"", ""45422000""]",2026-0228-(BL),"Grundschule Waldschule, Salzgitter-Bad - Trockenbau- und Tischlerarbeiten","Bau von ca. 320 m2 Metallständerwänden sowie zusätzlich ca. 160 m2 in F30-AB-Qualität und zusätzlich ca. 180 m2 imprägniert. Ca. 80 m2 Nischenverkleidungen, 22 Türöffnungen inkl. Stahlzarge und stumpf schließende Holztürblätter. Ca. 910 m2 Akustikdecken davon ca. 120 m2 eingefärbt. Ca. 110 m GK Friese. Ca. 620 m2 Mineralwolle Auflagen. Ca. 70 m2 Streulochdecken. Ca. 115 m Innenfensterbänke Tiefe ca. 500 mm und ca. 410 m Fußleisten aus beschichteten Massivholz.",works,,
